,ECG_P_Peaks,ECG_Q_Peaks,ECG_S_Peaks,ECG_T_Peaks,ECG_P_Onsets,ECG_T_Offsets,ECG_Start,ECG_Stop,ECG_R_Peaks
104,"[179, 724, 1277, 1782, 2288, 2759, 3241, 3645, 4041, 4609]","[226, 785, 1319, 1837, 2328, 2817, 3285, 3689, 4086, 4669]","[252, 811, 1345, 1870, 2358, 2849, 3314, 3723, 4115, 4702]","[372, 934, 1470, 1988, 2480, 2969, 3436, 3836, 4233, 4819]","[137, 708, 1226, 1760, 2245, 2735, 3210, 3556, 4012, 4594]","[412, 974, 1507, 2018, 2506, 2998, 3456, 3880, 4261, 4850]","[87, 658, 1176, 1710, 2195, 2685, 3160, 3506, 3962, 4544]","[462, 1024, 1557, 2068, 2556, 3048, 3506, 3930, 4311, 4900]","[238, 800, 1331, 1853, 2342, 2831, 3297, 3704, 4099, 4683]"
105,"[210, 588, 962, 1327, 1702, 2072, 2440, 2813, 3180, 3558, 3932, 4310, 4684]","[243, 612, 993, 1366, 1733, 2090, 2481, 2850, 3205, 3589, 3972, 4344, 4716]","[281, 659, 1025, 1396, 1779, 2140, 2513, 2879, 3251, 3633, 4001, 4379, 4748]","[380, 762, 1121, 1487, 1868, 2232, 2629, 2986, 3342, 3721, 4103, 4478, 4837]","[144, 575, 941, 1294, 1684, 2049, 2351, 2782, 3160, 3513, 3910, 4289, 4657]","[428, 797, 1167, 1526, 1901, 2288, 2656, 3010, 3413, 3750, 4134, 4522, 4884]","[94, 525, 891, 1244, 1634, 1999, 2301, 2732, 3110, 3463, 3860, 4239, 4607]","[478, 847, 1217, 1576, 1951, 2338, 2706, 3060, 3463, 3800, 4184, 4572, 4934]","[269, 644, 1013, 1385, 1754, 2127, 2499, 2867, 3237, 3608, 3990, 4367, 4735]"
106,"[262, 657, 1018, 1384, 1765, 2149, 2525, 2916, 3285, 3678, 4073, 4438, 4808]","[340, 711, 1077, 1442, 1814, 2195, 2588, 2967, 3346, 3730, 4116, 4498, 4873]","[371, 737, 1104, 1470, 1843, 2225, 2616, 2996, 3374, 3758, 4147, 4525, 4904]","[475, 838, 1203, 1574, 1942, 2326, 2713, 3099, 3480, 3863, 4248, 4628, 4930]","[252, 607, 988, 1375, 1713, 2105, 2517, 2899, 3277, 3638, 4025, 4430, 4786]","[499, 862, 1244, 1633, 1998, 2355, 2757, 3132, 3501, 3882, 4281, 4663, 4987]","[202, 557, 938, 1325, 1663, 2055, 2467, 2849, 3227, 3588, 3975, 4380, 4736]","[549, 912, 1294, 1683, 2048, 2405, 2807, 3182, 3551, 3932, 4331, 4713, 5037]","[354, 720, 1086, 1453, 1824, 2208, 2596, 2980, 3357, 3742, 4129, 4510, 4886]"
107,"[207, 635, 1110, 1608, 2081, 2519, 2978, 3473, 3981, 4439, 4848]","[279, 710, 1178, 1670, 2145, 2586, 3045, 3547, 4050, 4507, 4867]","[330, 765, 1225, 1733, 2208, 2650, 3090, 3603, 4115, 4565, 4914]","[415, 841, 1314, 1812, 2281, 2720, 3177, 3679, 4192, 4640, 4917]","[165, 625, 1043, 1564, 2042, 2509, 2952, 3463, 3954, 4424, 4811]","[446, 868, 1343, 1839, 2319, 2744, 3213, 3710, 4205, 4667, 4984]","[115, 575, 993, 1514, 1992, 2459, 2902, 3413, 3904, 4374, 4761]","[496, 918, 1393, 1889, 2369, 2794, 3263, 3760, 4255, 4717, 5034]","[296, 727, 1195, 1687, 2161, 2602, 3061, 3565, 4066, 4524, 4899]"
108,"[421, 933, 1372, 1856, 2363, 2841, 3274, 3782, 4177, 4694, 4887]","[479, 977, 1424, 1895, 2406, 2886, 3327, 3824, 4231, 4756, 4922]","[515, 1003, 1451, 1926, 2436, 2911, 3355, 3857, 4266, 4784, 4930]","[601, 1108, 1552, 2027, 2527, 3014, 3448, 3956, 4366, 4887, 4937]","[401, 899, 1342, 1841, 2324, 2812, 3195, 3723, 4126, 4685, 4786]","[633, 1125, 1575, 2071, 2555, 3054, 3479, 4046, 4386, 4938, 4985]","[351, 849, 1292, 1791, 2274, 2762, 3145, 3673, 4076, 4635, 4736]","[683, 1175, 1625, 2121, 2605, 3104, 3529, 4096, 4436, 4988, 5035]","[497, 988, 1437, 1910, 2418, 2897, 3340, 3839, 4251, 4767, 4926]"
109,"[288, 858, 1420, 1982, 2527, 3083, 3655, 4224, 4786]","[345, 927, 1481, 1994, 2560, 3119, 3725, 4291, 4852]","[375, 952, 1516, 2061, 2614, 3177, 3750, 4321, 4877]","[492, 1068, 1635, 2177, 2734, 3288, 3871, 4432, 4889]","[274, 845, 1386, 1949, 2508, 3072, 3603, 4202, 4728]","[523, 1096, 1663, 2212, 2764, 3330, 3907, 4470, 4981]","[224, 795, 1336, 1899, 2458, 3022, 3553, 4152, 4678]","[573, 1146, 1713, 2262, 2814, 3380, 3957, 4520, 5031]","[363, 940, 1504, 2049, 2604, 3165, 3738, 4310, 4866]"
110,"[339, 660, 1107, 1502, 1892, 2316, 2702, 3104, 3514, 3913, 4323, 4715]","[360, 764, 1148, 1541, 1934, 2344, 2742, 3130, 3544, 3960, 4350, 4752]","[406, 796, 1181, 1570, 1972, 2378, 2777, 3177, 3582, 3990, 4394, 4791]","[497, 893, 1266, 1666, 2072, 2478, 2877, 3276, 3675, 4079, 4490, 4886]","[312, 646, 1093, 1440, 1866, 2237, 2658, 3034, 3488, 3889, 4257, 4683]","[532, 924, 1311, 1693, 2114, 2511, 2910, 3351, 3696, 4115, 4547, 4929]","[262, 596, 1043, 1390, 1816, 2187, 2608, 2984, 3438, 3839, 4207, 4633]","[582, 974, 1361, 1743, 2164, 2561, 2960, 3401, 3746, 4165, 4597, 4979]","[393, 783, 1168, 1556, 1958, 2367, 2764, 3164, 3568, 3979, 4381, 4778]"
111,"[276, 710, 1104, 1531, 1926, 2311, 2690, 3078, 3445, 3869, 4251, 4658]","[305, 750, 1153, 1555, 1967, 2345, 2728, 3121, 3478, 3918, 4306, 4699]","[352, 787, 1191, 1610, 2000, 2386, 2763, 3154, 3524, 3953, 4336, 4743]","[474, 907, 1314, 1728, 2124, 2512, 2885, 3279, 3650, 4076, 4465, 4870]","[244, 668, 1095, 1515, 1888, 2302, 2661, 3018, 3414, 3855, 4198, 4644]","[499, 946, 1340, 1760, 2149, 2533, 2910, 3314, 3694, 4103, 4487, 4895]","[194, 618, 1045, 1465, 1838, 2252, 2611, 2968, 3364, 3805, 4148, 4594]","[549, 996, 1390, 1810, 2199, 2583, 2960, 3364, 3744, 4153, 4537, 4945]","[337, 775, 1177, 1596, 1986, 2376, 2750, 3140, 3513, 3939, 4324, 4731]"
112,"[335, 659, 840, 1348, 1670, 1867, 2370, 2707, 3042, 3433, 3836, 4224, 4603]","[372, 725, 914, 1405, 1731, 1934, 2427, 2782, 3118, 3488, 3883, 4283, 4677]","[408, 755, 1053, 1427, 1774, 2068, 2453, 2803, 3148, 3510, 3915, 4313, 4706]","[507, 840, nan, 1529, 1972, nan, 2549, 2890, 3237, 3611, 4007, 4414, 4798]","[320, 646, 826, 1334, 1659, 1800, 2358, 2684, 3005, 3388, 3800, 4188, 4586]","[519, 941, nan, 1572, 1988, nan, 2606, 2904, 3280, 3654, 4051, 4448, 4842]","[270, 596, 776, 1284, 1609, 1750, 2308, 2634, 2955, 3338, 3750, 4138, 4536]","[569.0, 991.0, nan, 1622.0, 2038.0, nan, 2656.0, 2954.0, 3330.0, 3704.0, 4101.0, 4498.0, 4892.0]","[404, 743, 962, 1423, 1763, 1972, 2447, 2792, 3137, 3507, 3903, 4302, 4695]"
113,"[159, 525, 891, 1276, 1669, 2051, 2423, 2791, 3165, 3538, 3916, 4305, 4682]","[225, 596, 962, 1342, 1729, 2115, 2492, 2862, 3233, 3607, 3984, 4369, 4749]","[255, 621, 988, 1379, 1753, 2140, 2517, 2890, 3288, 3637, 4011, 4399, 4777]","[350, 723, 1083, 1468, 1854, 2238, 2622, 2979, 3368, 3738, 4109, 4496, 4877]","[151, 497, 855, 1255, 1631, 2018, 2413, 2782, 3156, 3502, 3881, 4263, 4639]","[380, 764, 1119, 1503, 1881, 2268, 2642, 3020, 3400, 3775, 4146, 4533, 4901]","[101, 447, 805, 1205, 1581, 1968, 2363, 2732, 3106, 3452, 3831, 4213, 4589]","[430, 814, 1169, 1553, 1931, 2318, 2692, 3070, 3450, 3825, 4196, 4583, 4951]","[240, 608, 975, 1356, 1744, 2128, 2505, 2878, 3249, 3622, 4000, 4387, 4764]"
114,"[303, 687, 1059, 1444, 1827, 2211, 2594, 2986, 3371, 3744, 4119, 4490, 4882]","[354, 741, 1110, 1492, 1864, 2254, 2641, 3033, 3419, 3795, 4170, 4541, 4928]","[408, 794, 1162, 1552, 1917, 2298, 2692, 3079, 3478, 3843, 4232, 4594, 4948]","[474, 867, 1235, 1620, 1996, 2377, 2773, 3161, 3542, 3919, 4298, 4673, nan]","[280, 671, 1037, 1414, 1812, 2177, 2558, 2962, 3332, 3735, 4105, 4477, 4865]","[530, 877, 1272, 1652, 2020, 2417, 2803, 3189, 3583, 3955, 4327, 4703, nan]","[230, 621, 987, 1364, 1762, 2127, 2508, 2912, 3282, 3685, 4055, 4427, 4815]","[580.0, 927.0, 1322.0, 1702.0, 2070.0, 2467.0, 2853.0, 3239.0, 3633.0, 4005.0, 4377.0, 4753.0, nan]","[372, 754, 1127, 1506, 1882, 2268, 2658, 3047, 3438, 3810, 4187, 4557, 4945]"
115,"[482, 1106, 1725, 2324, 2919, 3510, 4095, 4710]","[548, 1159, 1778, 2375, 2971, 3559, 4163, 4762]","[573, 1192, 1809, 2402, 3000, 3592, 4195, 4788]","[706, 1326, 1935, 2537, 3128, 3728, 4327, 4921]","[469, 1069, 1676, 2287, 2841, 3481, 4086, 4697]","[742, 1351, 1974, 2568, 3155, 3755, 4351, 4978]","[419, 1019, 1626, 2237, 2791, 3431, 4036, 4647]","[792, 1401, 2024, 2618, 3205, 3805, 4401, 5028]","[565, 1177, 1795, 2391, 2983, 3581, 4180, 4779]"
116,"[485, 1093, 1690, 2228, 2781, 3409, 4012, 4562]","[526, 1147, 1735, 2278, 2835, 3454, 4062, 4628]","[550, 1168, 1752, 2302, 2858, 3477, 4085, 4645]","[668, 1302, 1884, 2417, 2990, 3598, 4219, 4783]","[452, 986, 1656, 2198, 2698, 3371, 3889, 4477]","[719, 1336, 1916, 2471, 3024, 3642, 4248, 4810]","[402, 936, 1606, 2148, 2648, 3321, 3839, 4427]","[769, 1386, 1966, 2521, 3074, 3692, 4298, 4860]","[538, 1157, 1742, 2289, 2847, 3468, 4072, 4635]"
117,"[514, 959, 1422, 1882, 2332, 2782, 3220, 3682, 4128, 4573]","[557, 1020, 1440, 1905, 2376, 2789, 3281, 3707, 4180, 4631]","[590, 1045, 1499, 1955, 2403, 2853, 3307, 3760, 4216, 4671]","[704, 1162, 1620, 2067, 2522, 2967, 3424, 3889, 4340, 4793]","[483, 935, 1364, 1844, 2256, 2742, 3180, 3611, 4071, 4534]","[754, 1204, 1648, 2109, 2553, 3056, 3467, 3915, 4372, 4815]","[433, 885, 1314, 1794, 2206, 2692, 3130, 3561, 4021, 4484]","[804, 1254, 1698, 2159, 2603, 3106, 3517, 3965, 4422, 4865]","[582, 1037, 1490, 1945, 2395, 2844, 3297, 3751, 4208, 4662]"
118,"[135, 501, 879, 1256, 1620, 2006, 2407, 2813, 3221, 3615, 4011, 4406, 4801]","[186, 560, 934, 1303, 1680, 2063, 2461, 2861, 3272, 3673, 4066, 4461, 4854]","[207, 598, 957, 1327, 1701, 2088, 2496, 2888, 3295, 3696, 4090, 4484, 4883]","[324, 693, 1070, 1440, 1818, 2202, 2600, 3004, 3409, 3808, 4200, 4603, 4886]","[101, 491, 866, 1226, 1601, 1980, 2390, 2788, 3159, 3599, 3991, 4387, 4775]","[344, 723, 1095, 1472, 1838, 2233, 2624, 3032, 3439, 3838, 4238, 4623, 4987]","[51, 441, 816, 1176, 1551, 1930, 2340, 2738, 3109, 3549, 3941, 4337, 4725]","[394, 773, 1145, 1522, 1888, 2283, 2674, 3082, 3489, 3888, 4288, 4673, 5037]","[194, 571, 944, 1315, 1689, 2074, 2473, 2875, 3281, 3683, 4076, 4472, 4870]"
119,"[615, 1187, 1761, 2335, 2885, 3445, 3995, 4541]","[682, 1254, 1823, 2393, 2956, 3494, 4062, 4605]","[715, 1284, 1850, 2426, 2985, 3525, 4096, 4636]","[835, 1409, 1977, 2549, 3110, 3651, 4219, 4760]","[521, 1140, 1736, 2259, 2869, 3413, 3968, 4464]","[862, 1440, 2010, 2575, 3138, 3685, 4257, 4788]","[471, 1090, 1686, 2209, 2819, 3363, 3918, 4414]","[912, 1490, 2060, 2625, 3188, 3735, 4307, 4838]","[694, 1266, 1834, 2405, 2967, 3508, 4074, 4617]"
120,"[188, 607, 1070, 1554, 2009, 2423, 2837, 3230, 3643, 4081, 4526, 4833]","[219, 645, 1092, 1583, 2041, 2443, 2869, 3268, 3677, 4095, 4560, 4883]","[247, 672, 1135, 1613, 2066, 2490, 2894, 3293, 3705, 4140, 4586, 4935]","[366, 794, 1252, 1729, 2185, 2609, 3016, 3410, 3827, 4256, 4709, nan]","[130, 585, 1045, 1502, 1973, 2364, 2771, 3208, 3583, 4025, 4504, 4817]","[405, 829, 1299, 1764, 2222, 2667, 3048, 3433, 3845, 4287, 4729, nan]","[80, 535, 995, 1452, 1923, 2314, 2721, 3158, 3533, 3975, 4454, 4767]","[455.0, 879.0, 1349.0, 1814.0, 2272.0, 2717.0, 3098.0, 3483.0, 3895.0, 4337.0, 4779.0, nan]","[235, 660, 1121, 1598, 2053, 2476, 2882, 3282, 3690, 4126, 4573, 4924]"
121,"[400, 733, 1064, 1464, 1925, 2415, 2869, 3283, 3695, 4104, 4567, 4878]","[441, 778, 1119, 1515, 1976, 2450, 2911, 3332, 3738, 4160, 4602, 4906]","[467, 805, 1145, 1540, 2003, 2477, 2937, 3360, 3764, 4183, 4629, 4916]","[580, 914, 1264, 1657, 2115, 2605, 3053, 3476, 3880, 4304, 4748, 4918]","[390, 714, 1055, 1457, 1913, 2336, 2832, 3235, 3637, 4073, 4548, 4809]","[612, 975, 1296, 1680, 2156, 2631, 3105, 3509, 3903, 4326, 4809, 4986]","[340, 664, 1005, 1407, 1863, 2286, 2782, 3185, 3587, 4023, 4498, 4759]","[662, 1025, 1346, 1730, 2206, 2681, 3155, 3559, 3953, 4376, 4859, 5036]","[453, 790, 1133, 1525, 1988, 2465, 2922, 3346, 3749, 4170, 4615, 4908]"
122,"[217, 694, 1218, 1695, 2233, 2771, 3301, 3802, 4299, 4793]","[268, 734, 1269, 1732, 2271, 2821, 3349, 3828, 4351, 4835]","[298, 785, 1298, 1766, 2302, 2848, 3380, 3871, 4375, 4867]","[419, 905, 1417, 1884, 2423, 2971, 3498, 3988, 4499, nan]","[191, 683, 1189, 1682, 2221, 2754, 3266, 3765, 4276, 4758]","[450, 934, 1453, 1917, 2454, 3008, 3533, 4023, 4531, nan]","[141, 633, 1139, 1632, 2171, 2704, 3216, 3715, 4226, 4708]","[500.0, 984.0, 1503.0, 1967.0, 2504.0, 3058.0, 3583.0, 4073.0, 4581.0, nan]","[284, 771, 1283, 1751, 2288, 2837, 3365, 3857, 4365, 4852]"
123,"[212, 569, 922, 1244, 1558, 1915, 2256, 2633, 2936, 3285, 3631, 3978, 4320, 4659]","[275, 631, 976, 1302, 1645, 1979, 2313, 2658, 3017, 3344, 3704, 4054, 4395, 4718]","[304, 659, 1010, 1325, 1672, 2014, 2347, 2688, 3031, 3377, 3719, 4067, 4406, 4750]","[381, 751, 1085, 1420, 1751, 2106, 2431, 2759, 3115, 3465, 3809, 4159, 4481, 4848]","[202, 519, 841, 1230, 1551, 1901, 2211, 2613, 2860, 3221, 3551, 3916, 4308, 4638]","[415, 841, 1112, 1456, 1806, 2117, 2510, 2861, 3221, 3512, 3886, 4193, 4564, 4874]","[152, 469, 791, 1180, 1501, 1851, 2161, 2563, 2810, 3171, 3501, 3866, 4258, 4588]","[465, 891, 1162, 1506, 1856, 2167, 2560, 2911, 3271, 3562, 3936, 4243, 4614, 4924]","[291, 649, 993, 1323, 1661, 1998, 2336, 2676, 3019, 3366, 3710, 4056, 4397, 4738]"
124,"[184, 588, 979, 1371, 1770, 2172, 2568, 2945, 3356, 3734, 4120, 4505, 4894]","[254, 643, 1042, 1439, 1837, 2232, 2629, 3017, 3408, 3799, 4189, 4573, 4917]","[280, 673, 1073, 1470, 1869, 2262, 2657, 3046, 3441, 3831, 4216, 4602, 4930]","[373, 767, 1172, 1562, 1972, 2358, 2759, 3149, 3535, 3932, 4320, 4697, 4945]","[168, 561, 961, 1362, 1741, 2148, 2556, 2935, 3300, 3725, 4098, 4480, 4811]","[399, 817, 1213, 1612, 2003, 2387, 2823, 3192, 3582, 3973, 4358, 4759, 4986]","[118, 511, 911, 1312, 1691, 2098, 2506, 2885, 3250, 3675, 4048, 4430, 4761]","[449, 867, 1263, 1662, 2053, 2437, 2873, 3242, 3632, 4023, 4408, 4809, 5036]","[267, 660, 1059, 1455, 1852, 2248, 2645, 3033, 3425, 3815, 4203, 4588, 4928]"
125,"[180, 544, 883, 1243, 1591, 1969, 2329, 2708, 3075, 3439, 3814, 4201, 4585]","[235, 590, 926, 1292, 1650, 2017, 2390, 2764, 3132, 3499, 3870, 4256, 4626]","[255, 616, 952, 1318, 1676, 2039, 2411, 2788, 3155, 3525, 3894, 4279, 4668]","[359, 720, 1051, 1417, 1781, 2146, 2519, 2895, 3257, 3627, 3996, 4387, 4772]","[163, 509, 854, 1221, 1566, 1907, 2305, 2692, 3052, 3425, 3795, 4186, 4512]","[388, 754, 1083, 1451, 1810, 2181, 2553, 2921, 3290, 3662, 4036, 4431, 4807]","[113, 459, 804, 1171, 1516, 1857, 2255, 2642, 3002, 3375, 3745, 4136, 4462]","[438, 804, 1133, 1501, 1860, 2231, 2603, 2971, 3340, 3712, 4086, 4481, 4857]","[247, 604, 941, 1306, 1663, 2031, 2403, 2777, 3145, 3513, 3884, 4271, 4656]"
126,"[381, 861, 1315, 1823, 2299, 2779, 3265, 3787, 4285, 4775]","[426, 878, 1382, 1868, 2341, 2838, 3302, 3828, 4327, 4832]","[450, 931, 1413, 1892, 2371, 2862, 3357, 3858, 4357, 4857]","[580, 1056, 1542, 2019, 2500, 2991, 3493, 3984, 4485, nan]","[370, 833, 1251, 1808, 2211, 2764, 3254, 3773, 4271, 4758]","[613, 1093, 1574, 2057, 2534, 3029, 3520, 4021, 4523, nan]","[320, 783, 1201, 1758, 2161, 2714, 3204, 3723, 4221, 4708]","[663.0, 1143.0, 1624.0, 2107.0, 2584.0, 3079.0, 3570.0, 4071.0, 4573.0, nan]","[437, 917, 1399, 1879, 2357, 2848, 3344, 3845, 4343, 4843]"
127,"[474, 1044, 1602, 2169, 2702, 3258, 3474, 3861, 4479]","[534, 1104, 1641, 2239, 2775, 3324, 3630, 3925, 4540]","[565, 1143, 1700, 2267, 2802, 3354, 3637, 3958, 4572]","[684, 1258, 1821, 2395, 2926, 3474, 3861, 4078, 4699]","[441, 1004, 1591, 2159, 2676, 3248, 3465, 3828, 4463]","[721, 1305, 1852, 2421, 2959, 3509, 3878, 4131, 4723]","[391, 954, 1541, 2109, 2626, 3198, 3415, 3778, 4413]","[771, 1355, 1902, 2471, 3009, 3559, 3928, 4181, 4773]","[551, 1128, 1686, 2252, 2788, 3340, 3635, 3942, 4557]"
128,"[273, 767, 1246, 1737, 2217, 2716, 3222, 3691, 4172, 4670]","[320, 818, 1292, 1764, 2272, 2771, 3264, 3741, 4207, 4726]","[337, 835, 1316, 1799, 2296, 2809, 3287, 3758, 4234, 4748]","[466, 963, 1447, 1925, 2425, 2929, 3416, 3892, 4370, 4876]","[241, 714, 1165, 1633, 2206, 2705, 3186, 3655, 4096, 4651]","[507, 994, 1483, 2019, 2458, 2979, 3444, 3933, 4393, 4907]","[191, 664, 1115, 1583, 2156, 2655, 3136, 3605, 4046, 4601]","[557, 1044, 1533, 2069, 2508, 3029, 3494, 3983, 4443, 4957]","[328, 826, 1306, 1790, 2286, 2791, 3277, 3749, 4225, 4739]"
129,"[286, 601, 915, 1232, 1544, 1850, 2162, 2466, 2785, 3095, 3408, 3732, 4060, 4412, 4755]","[332, 646, 964, 1277, 1590, 1900, 2206, 2514, 2827, 3137, 3454, 3776, 4111, 4456, 4795]","[356, 671, 983, 1301, 1609, 1919, 2229, 2535, 2851, 3162, 3475, 3797, 4130, 4480, 4820]","[445, 754, 1074, 1383, 1697, 2005, 2314, 2613, 2932, 3256, 3561, 3890, 4218, 4559, 4899]","[270, 565, 905, 1221, 1494, 1777, 2143, 2441, 2747, 3064, 3378, 3675, 3972, 4404, 4699]","[491, 798, 1160, 1419, 1729, 2053, 2354, 2654, 2962, 3299, 3607, 3973, 4252, 4593, 4984]","[220, 515, 855, 1171, 1444, 1727, 2093, 2391, 2697, 3014, 3328, 3625, 3922, 4354, 4649]","[541, 848, 1210, 1469, 1779, 2103, 2404, 2704, 3012, 3349, 3657, 4023, 4302, 4643, 5034]","[344, 661, 975, 1288, 1600, 1911, 2217, 2525, 2839, 3154, 3466, 3789, 4122, 4468, 4808]"
130,"[426, 845, 1262, 1673, 2100, 2527, 2943, 3357, 3768, 4186, 4598]","[470, 885, 1300, 1718, 2136, 2559, 2982, 3403, 3813, 4221, 4638]","[494, 907, 1321, 1741, 2160, 2583, 3005, 3426, 3836, 4245, 4661]","[623, 1034, 1451, 1867, 2289, 2711, 3134, 3548, 3964, 4378, 4792]","[358, 769, 1237, 1652, 2063, 2492, 2920, 3336, 3731, 4162, 4524]","[649, 1070, 1471, 1898, 2304, 2749, 3166, 3575, 3980, 4414, 4826]","[308, 719, 1187, 1602, 2013, 2442, 2870, 3286, 3681, 4112, 4474]","[699, 1120, 1521, 1948, 2354, 2799, 3216, 3625, 4030, 4464, 4876]","[484, 896, 1312, 1731, 2150, 2572, 2996, 3416, 3826, 4235, 4651]"
131,"[407, 759, 1109, 1465, 1808, 2152, 2514, 2870, 3224, 3577, 3945, 4303, 4650]","[449, 803, 1156, 1503, 1844, 2195, 2555, 2912, 3268, 3620, 3986, 4343, 4694]","[483, 827, 1180, 1530, 1875, 2226, 2584, 2940, 3295, 3647, 4016, 4368, 4723]","[569, 921, 1272, 1623, 1971, 2319, 2678, 3029, 3394, 3737, 4106, 4458, 4819]","[370, 737, 1057, 1408, 1766, 2131, 2433, 2820, 3202, 3546, 3902, 4260, 4611]","[605, 949, 1305, 1651, 2002, 2347, 2708, 3063, 3417, 3768, 4136, 4493, 4846]","[320, 687, 1007, 1358, 1716, 2081, 2383, 2770, 3152, 3496, 3852, 4210, 4561]","[655, 999, 1355, 1701, 2052, 2397, 2758, 3113, 3467, 3818, 4186, 4543, 4896]","[466, 814, 1168, 1518, 1864, 2214, 2572, 2928, 3282, 3635, 3999, 4356, 4711]"
132,"[153, 733, 1299, 1842, 2406, 2973, 3541, 4095, 4659]","[203, 783, 1357, 1897, 2452, 3022, 3588, 4154, 4715]","[242, 813, 1383, 1924, 2479, 3063, 3617, 4180, 4745]","[338, 921, 1493, 2033, 2587, 3164, 3724, 4289, 4853]","[134, 715, 1284, 1830, 2360, 2933, 3511, 4081, 4627]","[380, 951, 1525, 2069, 2616, 3189, 3758, 4322, 4980]","[84, 665, 1234, 1780, 2310, 2883, 3461, 4031, 4577]","[430, 1001, 1575, 2119, 2666, 3239, 3808, 4372, 5030]","[217, 797, 1368, 1909, 2464, 3033, 3602, 4165, 4729]"
133,"[343, 821, 1019, 1328, 1829, 2289, 2743, 3253, 3773, 4283, 4750]","[381, 865, 1068, 1371, 1874, 2354, 2807, 3304, 3830, 4342, 4809]","[407, 889, 1107, 1394, 1904, 2375, 2832, 3329, 3855, 4365, 4835]","[553, 1019, 1166, 1517, 2015, 2486, 2948, 3449, 3973, 4476, 4917]","[303, 760, 946, 1302, 1803, 2280, 2734, 3217, 3760, 4239, 4723]","[562, 1053, 1302, 1568, 2043, 2574, 3012, 3494, 4034, 4556, 4984]","[253, 710, 896, 1252, 1753, 2230, 2684, 3167, 3710, 4189, 4673]","[612, 1103, 1352, 1618, 2093, 2624, 3062, 3544, 4084, 4606, 5034]","[399, 879, 1098, 1385, 1888, 2367, 2823, 3319, 3845, 4357, 4825]"
134,"[257, 564, 862, 1172, 1467, 1760, 2060, 2374, 2657, 2951, 3251, 3555, 3875, 4183, 4489, 4773]","[323, 621, 925, 1232, 1531, 1826, 2124, 2425, 2722, 3016, 3313, 3620, 3937, 4247, 4547, 4842]","[356, 652, 954, 1262, 1560, 1861, 2159, 2456, 2751, 3044, 3349, 3655, 3966, 4274, 4577, 4875]","[437, 735, 1035, 1344, 1639, 1936, 2236, 2536, 2837, 3131, 3422, 3724, 4051, 4356, 4672, nan]","[234, 507, 846, 1163, 1408, 1735, 2033, 2362, 2616, 2925, 3232, 3543, 3863, 4156, 4457, 4755]","[466, 767, 1076, 1361, 1736, 1975, 2284, 2616, 2871, 3154, 3463, 3769, 4087, 4392, 4691, nan]","[184, 457, 796, 1113, 1358, 1685, 1983, 2312, 2566, 2875, 3182, 3493, 3813, 4106, 4407, 4705]","[516.0, 817.0, 1126.0, 1411.0, 1786.0, 2025.0, 2334.0, 2666.0, 2921.0, 3204.0, 3513.0, 3819.0, 4137.0, 4442.0, 4741.0, nan]","[336, 636, 940, 1248, 1546, 1839, 2139, 2441, 2736, 3030, 3328, 3633, 3952, 4261, 4561, 4856]"
135,"[402, 832, 1266, 1691, 2128, 2558, 2988, 3414, 3847, 4282, 4704]","[439, 866, 1301, 1737, 2165, 2602, 3022, 3452, 3867, 4317, 4749]","[463, 896, 1324, 1757, 2189, 2621, 3047, 3476, 3908, 4343, 4773]","[578, 1007, 1434, 1869, 2300, 2735, 3158, 3590, 4025, 4457, 4883]","[369, 815, 1255, 1673, 2107, 2535, 2976, 3385, 3834, 4225, 4654]","[613, 1051, 1476, 1896, 2333, 2766, 3189, 3620, 4050, 4479, 4916]","[319, 765, 1205, 1623, 2057, 2485, 2926, 3335, 3784, 4175, 4604]","[663, 1101, 1526, 1946, 2383, 2816, 3239, 3670, 4100, 4529, 4966]","[454, 887, 1315, 1746, 2180, 2612, 3037, 3466, 3899, 4332, 4764]"
136,"[342, 707, 1078, 1436, 1799, 2186, 2540, 2920, 3275, 3631, 4014, 4395, 4776]","[389, 752, 1123, 1486, 1851, 2230, 2599, 2961, 3315, 3684, 4060, 4441, 4818]","[449, 796, 1206, 1550, 1927, 2302, 2649, 3029, 3382, 3769, 4122, 4500, 4892]","[520, 887, 1260, 1624, 1983, 2360, 2730, 3098, 3454, 3815, 4193, 4575, 4917]","[312, 670, 1049, 1416, 1788, 2141, 2511, 2879, 3227, 3619, 3978, 4358, 4709]","[552, 920, 1283, 1652, 2023, 2399, 2761, 3136, 3486, 3853, 4231, 4608, 4983]","[262, 620, 999, 1366, 1738, 2091, 2461, 2829, 3177, 3569, 3928, 4308, 4659]","[602, 970, 1333, 1702, 2073, 2449, 2811, 3186, 3536, 3903, 4281, 4658, 5033]","[404, 768, 1138, 1500, 1868, 2245, 2616, 2980, 3336, 3699, 4077, 4456, 4835]"
